사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-10,경부선,1720,진위,27,0,992,361,"1,696","2,840","3,182","8,882","2,972","8,510","2,372","2,888","1,827","2,297","2,036","1,319","2,070","1,211","2,316","1,457","2,123","1,420","3,586","1,627","4,445","2,071","7,450","2,669","9,713","2,709","3,091","2,708","1,870","1,745","1,247","1,631",610,"1,350",242,970,12,67,0,0,0,0,0,0
2023-10,경부선,1721,송탄,103,0,"5,802","1,030","7,963","4,060","13,475","6,580","12,304","8,537","10,145","4,895","8,795","4,599","8,914","4,833","8,435","6,665","8,379","6,448","7,326","7,096","8,560","8,373","10,161","10,514","10,723","13,435","10,641","13,312","6,066","13,721","4,367","10,608","3,618","8,564","2,253","7,547","1,144","6,894",46,462,1,0,0,0,0,0
2023-10,경부선,1722,서정리,133,2,"4,837","4,730","11,957","9,243","17,898","17,426","17,873","23,079","14,971","10,876","13,008","8,093","13,300","8,791","14,521","11,155","12,956","11,743","13,461","11,466","16,056","13,618","21,522","18,441","37,410","21,955","23,539","20,043","13,058","19,391","10,211","15,208","7,596","11,421","4,518","11,843","2,316","8,461",84,976,0,0,0,0,0,0
2023-10,경부선,1723,평택지제,19,1,"2,366","8,796","5,294","11,573","11,990","13,090","10,613","7,370","7,727","5,074","6,294","3,716","6,261","4,759","6,921","4,572","5,214","4,726","5,906","5,051","8,139","6,015","8,623","7,602","17,440","9,832","10,761","11,109","9,985","9,385","6,138","6,912","5,119","5,835","4,564","5,704","2,118","3,455",44,458,0,0,0,0,0,0
2023-10,경부선,1724,평택,131,2,"8,023","3,259","14,718","9,454","29,711","17,363","31,915","28,897","28,884","24,651","26,073","20,350","24,526","24,696","25,105","25,852","26,159","26,016","25,966","28,903","28,443","30,007","32,853","36,024","36,976","44,115","33,310","43,906","24,943","27,518","23,240","23,996","15,929","17,434","13,344","14,263","7,508","8,073",98,"2,540",0,0,0,0,0,0
2023-10,경부선,1725,성환,26,0,"2,502",906,"4,221","3,082","7,018","13,796","7,143","22,835","7,599","24,262","7,493","11,226","8,232","6,794","10,487","9,800","13,893","10,339","12,952","6,570","16,484","6,692","24,252","7,957","22,826","9,088","15,335","9,078","6,729","7,361","5,659","7,012","3,310","6,432","2,247","5,683",986,"5,195",87,"1,132",0,0,0,0,0,0
2023-10,경부선,1726,직산,71,0,"1,071",410,"1,575","1,224","2,165","2,906","2,278","3,475","1,655","1,336","1,544",989,"1,522","1,071","1,354","1,247","1,413","1,172","1,251","1,228","1,703","1,304","1,927","1,582","3,356","2,222","3,276","2,406","1,186","2,152",868,"1,270",702,"1,192",307,868,187,865,20,179,0,0,0,0,0,0
2023-10,경부선,1727,두정,"1,318",4,"6,311","1,482","10,406","4,130","18,734","11,815","19,061","19,889","16,120","20,207","12,313","15,348","13,053","11,751","14,928","14,547","14,405","13,711","13,633","12,307","15,892","10,804","17,800","15,505","19,679","20,327","18,041","27,208","11,067","17,777","8,622","15,071","7,527","10,712","5,228","10,691","2,696","8,505",42,"2,584",0,0,0,0,0,0
2023-10,경부선,1728,천안,"1,982",7,"3,620",965,"6,340","3,347","12,569","7,494","12,294","16,345","16,011","15,506","12,535","14,082","14,366","15,389","14,459","15,583","14,397","15,709","19,983","13,414","21,603","15,763","22,823","14,885","21,376","20,675","18,589","21,458","12,487","13,323","9,793","10,752","6,751","6,796","4,223","5,728","2,238","3,734",17,"2,594",2,0,0,0,0,0
2023-10,경부선,1729,당정,20,0,"4,227","1,031","10,488","3,394","25,408","8,389","23,970","16,111","12,783","9,440","9,902","5,655","9,503","5,471","10,540","7,015","9,158","6,498","8,786","6,779","9,149","8,075","10,337","10,826","12,850","13,942","13,552","21,049","5,948","17,396","4,760","12,079","3,947","10,099","2,871","9,546","1,286","6,392",87,908,0,0,0,0,0,0
2023-10,경부선,1749,서동탄,2,0,"1,423",4,"5,509",834,"10,700","1,606","4,514","1,357","2,840",898,"2,040",808,"2,110","1,043","1,754","1,230","1,691","1,256","1,530","1,552","1,868","2,259","1,797","2,632","2,010","3,369","2,250","5,379","1,104","5,727",841,"2,892",540,"2,148",408,"2,695",103,"1,690",3,"1,261",0,0,0,0,0,0
2023-10,경부선,1750,광명,0,0,21,"1,562","3,576","3,280","12,121","7,206","10,659","7,763","7,733","6,169","4,379","4,553","8,021","2,963","6,389","8,553","6,011",802,"4,405","9,209","10,068","4,637","3,811","5,664","10,716","7,509","10,715","12,122","8,953","7,107","3,639","4,602","8,333","3,150","3,194","4,904","1,437",103,2,1,0,0,0,0,0,0
2023-10,경인선,1801,개봉,"1,516",5,"19,623","6,752","39,346","11,380","92,723","14,624","85,749","22,486","55,815","21,618","40,738","18,063","36,839","21,259","36,576","25,895","33,242","26,299","29,059","30,557","28,859","37,508","32,432","48,913","32,945","64,441","30,636","87,062","18,855","69,887","15,392","43,254","12,694","39,987","10,140","31,841","3,741","18,920",38,"1,219",0,0,0,0,0,0
2023-10,경인선,1802,오류동,648,8,"13,452","1,929","20,018","5,140","49,040","5,449","47,731","11,037","30,842","10,373","23,648","9,021","21,245","9,912","21,022","12,931","18,812","13,772","16,058","15,523","16,070","19,040","16,755","24,410","16,112","30,477","13,977","42,001","8,406","37,861","6,302","23,409","5,727","21,894","4,055","18,843","1,722","12,509",24,860,0,0,0,0,0,0
2023-10,경인선,1803,역곡,"1,214",26,"29,503","3,045","45,388","9,352","113,679","14,361","108,972","35,640","66,974","37,405","47,370","25,879","42,234","30,038","44,401","32,062","41,868","32,242","36,424","35,996","37,025","40,638","42,765","59,355","43,846","75,409","38,906","112,179","23,076","91,224","18,949","52,856","16,333","51,837","13,942","42,017","6,234","29,408",158,"1,574",9,7,0,0,0,0
2023-10,경인선,1804,부천,"3,916",28,"39,261","4,738","42,415","12,130","99,077","18,238","97,576","46,167","64,387","47,314","51,081","41,875","52,295","44,258","55,112","51,996","52,725","56,831","52,985","54,634","57,226","58,008","62,714","69,148","61,934","90,536","58,756","113,836","38,534","91,847","32,769","58,552","29,766","51,393","22,869","42,652","11,033","28,157",256,"3,354",0,0,0,0,0,0
2023-10,경인선,1805,송내,"1,879",10,"18,103","8,345","40,394","16,915","102,272","31,000","89,642","73,118","54,920","39,962","40,193","26,023","39,839","24,403","39,041","26,236","36,161","29,701","32,447","30,476","35,368","34,239","40,025","46,884","48,968","63,026","71,843","91,397","29,939","79,764","23,613","49,238","19,895","43,068","15,156","37,947","7,182","23,595",334,"2,288",3,0,0,0,0,0
2023-10,경인선,1806,부평,"9,461",65,"23,203","5,609","35,937","12,206","79,071","19,518","77,218","32,504","49,441","38,189","42,512","36,141","43,218","41,957","47,479","49,811","47,915","55,192","48,045","56,010","53,182","58,516","58,102","73,727","62,345","88,391","55,993","115,790","41,262","92,902","37,708","54,587","36,146","48,114","30,363","38,660","16,119","24,403","2,170","6,106",7,6,0,0,0,0
2023-10,경인선,1807,백운,140,0,"9,209","1,667","14,980","2,667","31,244","4,145","28,277","9,778","17,632","7,056","14,821","6,379","13,824","8,121","13,362","8,839","12,208","10,036","10,574","10,034","10,721","13,574","11,173","16,739","11,394","20,717","9,327","26,648","5,156","25,184","4,141","14,377","3,825","13,292","2,587","12,048","1,462","7,757",123,"1,549",0,0,0,0,0,0
2023-10,경인선,1808,동암,"1,030",4,"20,606","3,493","31,790","7,866","58,933","12,824","57,639","16,217","35,763","14,837","29,456","14,154","26,484","17,047","27,061","18,814","25,730","20,341","22,697","20,170","22,408","26,265","23,691","34,903","25,360","46,437","22,962","60,096","14,425","50,619","11,602","34,405","9,740","31,584","8,071","26,856","3,817","17,555",244,"3,476",0,0,0,0,0,0
2023-10,경인선,1809,주안,"1,170",23,"14,971","4,492","29,987","8,707","61,249","18,311","57,845","29,207","36,823","23,994","30,026","20,034","31,868","20,075","34,525","23,690","32,122","21,812","29,319","24,698","33,360","25,237","35,355","35,967","40,574","42,580","37,147","58,041","22,576","57,707","20,290","34,746","18,721","30,006","14,843","27,191","6,979","20,627",528,"4,894",1,0,0,0,0,0
2023-10,경인선,1810,제물포,977,5,"8,098","2,552","16,353","6,251","36,349","14,544","32,653","34,485","20,356","16,740","16,732","11,606","17,066","9,999","18,033","12,668","17,185","13,109","15,856","12,814","19,715","13,755","26,046","18,074","22,723","22,954","23,478","30,189","10,658","28,223","7,713","16,764","6,591","15,638","4,557","14,583","1,735","10,029",73,"2,996",0,0,0,0,0,0
2023-10,경인선,1811,동인천,"1,693",5,"8,048","2,694","19,176","11,479","42,605","22,790","34,950","31,822","24,072","18,600","22,252","21,917","22,752","24,254","25,209","21,825","24,717","25,201","25,169","23,979","29,046","23,112","33,209","27,284","39,406","31,454","43,841","35,987","19,676","33,931","13,694","21,525","10,691","17,297","6,979","16,660","2,505","10,188",15,"3,547",0,0,0,0,0,0
2023-10,경인선,1812,인천,475,6,"1,392","1,200","3,275","3,212","5,829","6,215","5,149","9,162","3,901","7,416","4,290","10,270","5,032","13,180","7,197","13,617","9,769","11,836","13,238","10,944","15,818","8,324","19,955","6,906","18,988","6,290","16,835","5,229","8,651","3,653","6,922","2,668","4,470","2,157","3,192","1,932",606,"1,350",8,960,0,0,0,0,0,0
2023-10,경인선,1813,구일,184,7,"4,630","1,943","9,953","5,613","26,226","8,658","22,334","15,135","13,804","13,892","11,246","8,905","11,271","8,170","12,246","9,585","10,607","11,786","10,018","13,497","12,395","16,976","17,087","21,215","13,891","22,116","12,146","27,166","8,388","20,447","11,705","11,753","12,720","10,802","13,926","8,913","2,041","5,729",29,290,0,0,0,0,0,0
2023-10,경인선,1814,소사,"1,357",15,"14,890","3,317","14,165","5,373","28,765","7,723","26,459","12,586","19,173","10,456","15,859","10,678","14,470","10,387","15,251","12,022","14,237","10,939","12,850","12,043","13,629","13,130","15,085","17,814","15,026","20,777","12,246","25,603","7,541","20,351","5,550","14,797","4,714","13,468","3,193","11,210","1,412","8,650",41,794,0,0,0,0,0,0
2023-10,경인선,1815,부개,"2,563",20,"11,415","1,758","17,548","3,380","40,816","6,099","32,928","10,580","21,502","6,991","16,022","6,393","14,967","8,001","15,490","9,690","14,189","10,392","11,415","11,713","11,023","14,623","13,043","19,725","12,209","23,848","11,284","31,013","6,311","26,564","4,649","16,266","4,120","15,726","2,634","13,288","1,333","9,286",156,"1,345",0,0,0,0,0,0
2023-10,경인선,1816,간석,443,8,"6,191","1,592","11,256","2,640","22,458","4,327","19,857","9,654","12,980","5,446","10,125","5,458","10,049","6,192","10,243","6,575","9,532","8,095","8,372","8,282","9,039","9,843","10,077","12,727","9,736","15,257","9,564","18,846","5,030","17,555","4,332","10,848","3,453","8,990","2,958","7,723","1,360","5,826",97,"1,555",0,1,0,0,0,0
2023-10,경인선,1817,도원,672,28,"2,205",911,"3,744","2,370","7,450","5,940","7,122","18,449","5,232","3,772","4,913","4,452","5,091","3,881","5,891","3,947","5,485","5,371","4,790","4,902","7,487","5,126","11,538","6,177","8,423","7,492","7,603","9,121","2,872","6,261","2,801","4,175","5,575","3,527","1,200","3,090",443,"2,194",16,"1,175",0,0,0,0,0,0
2023-10,경인선,1821,온수(성공회대입구),264,4,"5,544","1,358","9,026","3,758","22,156","8,388","20,247","13,188","14,589","8,843","11,913","6,647","11,916","7,277","13,690","8,097","11,252","7,894","10,674","8,602","11,482","10,154","15,495","12,356","12,377","15,547","10,566","20,878","5,080","17,456","4,175","10,952","4,704","9,861","2,900","8,695","1,557","5,645",53,593,0,0,0,0,0,0
2023-10,경인선,1822,중동,"1,142",20,"11,898","1,369","18,566","3,587","42,420","5,492","34,042","11,193","21,563","8,649","16,964","8,114","15,648","9,434","15,907","10,336","14,455","11,665","12,573","12,282","12,564","14,354","12,897","19,513","13,568","24,857","11,847","32,465","6,834","27,618","5,299","17,703","4,371","15,649","2,822","12,903","1,363","9,276",66,"1,302",0,0,0,0,0,0
2023-10,경인선,1823,도화,550,6,"4,418","1,110","6,870","1,975","16,338","4,131","14,206","6,840","9,186","3,631","7,702","3,739","7,612","4,380","7,390","5,419","7,160","5,866","6,534","6,303","6,144","6,995","7,622","9,436","7,241","10,679","7,252","11,549","3,335","10,931","2,677","6,661","1,987","5,666","1,360","4,703",737,"3,926",43,"1,567",0,0,0,0,0,0
2023-10,경원선,1008,이촌(국립중앙박물관),77,2,"1,098",686,"3,635","2,457","8,852","4,702","9,677","8,991","8,491","5,698","7,347","4,507","6,840","4,437","7,081","4,323","7,493","5,378","6,982","5,284","7,577","6,669","8,947","8,054","10,831","9,484","11,140","10,700","6,297","7,426","9,516","4,844","10,106","3,946","4,349","3,973","1,494","2,503",53,707,0,0,0,0,0,0
2023-10,경원선,1009,서빙고,88,1,"1,081",887,"2,369","4,451","3,475","4,525","3,829","9,376","3,621","4,642","3,668","3,754","3,127","3,284","3,876","3,162","4,235","4,611","4,259","4,857","5,125","5,905","8,217","5,673","9,678","4,026","8,198","4,723","3,017","3,857","2,971","2,055","3,846","1,903","1,753","1,550",449,"1,007",24,270,0,0,0,0,0,0
2023-10,경원선,1010,한남,175,1,"1,912",808,"2,280","6,228","4,560","10,546","5,367","14,345","4,831","10,320","5,056","6,354","5,537","5,611","5,776","5,623","5,386","5,641","6,561","5,281","8,317","5,126","10,200","6,621","14,602","7,779","14,234","7,726","7,184","6,421","5,590","3,222","5,528","3,583","5,096","2,417","1,990","1,514",87,410,0,0,0,0,0,0
2023-10,경원선,1011,옥수,0,0,1,38,8,76,51,41,150,336,25,48,55,227,26,242,19,80,25,28,30,24,38,36,520,57,429,84,84,38,474,28,66,11,61,11,14,9,11,1,0,0,0,0,0,0,0,0
2023-10,경원선,1012,응봉,119,3,"1,313",170,"3,307","1,198","7,388","1,639","7,500","2,436","5,563","1,578","4,074","1,703","3,494","1,738","3,105","2,184","3,071","2,733","2,949","3,083","3,007","3,155","3,593","4,432","3,342","5,041","3,051","5,903","1,912","5,098","1,432","3,199","1,604","2,863","1,153","2,464",371,"1,526",20,475,0,0,0,0,0,0
2023-10,경원선,1013,왕십리(성동구청),832,9,"5,752","1,403","8,857","6,363","27,202","13,299","41,736","23,961","27,185","22,344","18,880","21,224","19,497","22,929","23,489","25,002","26,056","26,171","27,205","26,904","30,206","30,311","35,120","35,861","38,956","47,676","35,912","66,042","28,695","46,771","27,405","28,381","29,111","24,585","26,150","21,733","12,084","11,762","1,145","4,788",2,0,0,0,0,0
2023-10,경원선,1014,청량리(서울시립대입구),"1,423",38,"6,587","2,263","9,022","14,518","30,996","21,379","47,735","29,252","28,864","35,096","37,319","36,743","25,609","37,827","33,930","34,365","39,911","35,438","32,950","38,337","40,821","40,206","41,060","39,885","36,334","39,223","43,549","56,561","25,525","38,096","30,954","21,979","23,903","24,015","13,021","13,997","6,170","7,616",131,"3,991",5,1,0,0,0,0
2023-10,경원선,1016,외대앞,529,18,"4,945","4,764","8,563","10,002","20,089","5,850","24,044","27,089","15,883","12,795","13,205","18,865","14,713","17,324","16,638","15,954","17,551","13,101","19,427","16,184","20,725","13,909","27,890","16,479","27,646","19,957","20,117","25,618","12,678","20,467","10,474","14,141","10,682","14,425","7,966","14,499","4,292","10,625",123,"2,158",0,0,0,0,0,0
2023-10,경원선,1017,신이문,"1,610",4,"8,737","2,056","13,966","4,567","35,349","4,336","38,972","8,021","22,827","5,350","16,370","6,003","14,610","7,470","14,687","8,987","13,500","9,790","11,224","10,588","10,603","15,199","12,935","18,794","11,082","22,226","8,951","31,404","5,808","24,518","3,768","15,953","2,593","13,878","2,136","12,624",953,"7,922",47,"1,568",0,0,0,0,0,0
2023-10,경원선,1018,석계,"1,485",11,"6,409","1,902","11,493","4,240","23,430","5,682","26,064","9,213","18,414","7,642","15,915","7,840","14,692","9,837","14,781","9,377","14,320","11,685","13,251","12,762","12,706","16,901","13,009","22,759","12,917","26,751","11,140","36,722","8,378","25,888","6,608","17,437","6,089","15,852","5,073","12,307","2,596","8,277",158,"1,775",0,0,0,0,0,0
2023-10,경원선,1019,광운대,"2,421",12,"6,833","1,135","13,597","3,008","31,087","6,482","27,621","19,671","16,391","11,138","13,651","11,000","13,457","14,841","13,764","10,974","14,472","12,403","14,335","12,610","14,770","12,894","15,345","16,612","15,714","19,177","13,148","26,491","7,237","20,611","7,152","13,504","6,908","12,259","5,832","9,988","2,800","9,492",181,"4,499",2,0,0,0,0,0
2023-10,경원선,1020,월계,"1,037",31,"5,464","1,253","10,293","2,633","25,532","6,852","23,712","15,201","16,273","13,886","13,514","8,125","13,746","6,658","13,854","9,073","12,469","11,717","11,861","9,050","12,878","11,221","16,317","14,251","14,139","15,854","10,317","23,609","5,801","18,652","4,396","10,453","3,955","10,078","3,123","7,698","1,283","5,673",107,"1,205",0,0,0,0,0,0
2023-10,경원선,1021,녹천,"1,416",30,"4,454",740,"8,014","1,398","20,911","4,395","19,366","4,702","11,650","2,762","8,867","3,535","7,707","3,234","8,092","4,613","6,418","4,813","5,431","5,243","5,423","6,382","7,017","8,454","5,833","10,116","4,614","14,778","2,809","12,202","2,068","7,625","1,731","6,996","1,308","5,608",474,"3,910",38,"1,038",0,0,0,0,0,0
2023-10,경원선,1022,창동,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-10,경원선,1901,방학,890,3,"12,784","1,686","15,970","5,540","34,405","9,460","31,223","20,189","22,406","12,185","19,640","11,764","18,218","11,003","19,381","13,214","17,099","13,469","15,473","16,232","15,670","19,223","16,124","23,294","16,690","26,546","17,121","30,331","10,270","27,855","6,990","15,963","5,918","13,854","4,193","12,107","1,788","7,107",206,"2,674",0,0,0,0,0,0
2023-10,경원선,1902,도봉,432,29,"7,215","1,258","9,875","3,080","19,752","4,106","18,026","10,169","13,838","8,409","11,941","7,978","11,122","6,938","10,461","8,860","10,566","8,271","10,177","10,113","9,991","11,162","9,770","12,788","10,514","14,480","9,933","16,611","4,777","15,647","3,337","9,161","2,642","7,514","1,859","7,042",871,"4,164",95,"1,543",0,0,0,0,0,0
2023-10,경원선,1903,도봉산,433,15,"6,499","1,030","9,843","2,845","20,846","5,205","20,700","9,401","15,664","15,582","13,631","20,422","13,681","17,849","16,246","17,618","20,127","13,731","24,579","12,356","26,834","11,607","27,891","11,317","22,411","10,022","17,385","9,984","9,478","8,894","5,438","5,432","3,675","4,663","2,219","4,395",922,"2,938",116,"1,123",1,1,0,0,0,0
2023-10,경원선,1904,망월사,648,11,"7,977","1,194","12,368","3,431","27,455","6,050","26,772","20,959","18,757","16,203","15,793","11,649","16,427","17,109","16,185","14,237","17,326","12,986","17,202","14,193","15,987","14,276","16,450","17,568","18,625","19,786","11,968","25,602","6,753","22,974","5,270","14,469","4,359","12,129","3,842","10,725","1,650","7,445",283,"2,694",0,0,0,0,0,0
2023-10,경원선,1905,회룡,"1,768",11,"15,867","2,160","28,466","5,776","58,319","9,379","50,552","13,610","33,959","11,885","28,811","12,317","26,410","14,228","24,247","16,338","21,313","17,931","18,065","20,240","17,161","24,854","16,805","31,528","16,042","36,762","13,279","46,500","7,993","44,909","6,289","26,789","5,172","21,010","3,896","17,878","1,626","11,313",239,"4,019",0,0,0,0,0,0
2023-10,경원선,1906,의정부,"3,015",13,"11,273","2,543","27,792","8,443","48,894","14,231","46,905","35,377","31,004","36,790","27,284","28,630","30,332","32,843","32,073","35,087","32,625","37,384","34,837","36,099","37,661","34,484","40,943","42,077","44,291","47,264","45,129","57,382","27,565","51,777","25,719","32,890","17,287","26,372","14,298","22,638","6,997","16,288",719,"7,829",1,0,2,2,0,0
2023-10,경원선,1907,가능,614,9,"8,357","2,047","11,571","4,185","24,056","7,707","22,186","13,911","13,655","8,346","13,661","6,499","12,543","7,663","12,096","7,759","10,618","9,484","9,418","7,944","9,959","10,206","11,698","14,262","12,220","17,374","9,602","19,746","6,000","18,431","4,556","13,081","3,949","9,320","2,683","8,168","1,044","5,204",82,"2,134",0,0,0,0,0,0
2023-10,경원선,1908,녹양,406,3,"5,436",906,"8,326","2,472","17,579","4,928","15,462","8,568","9,533","4,869","8,944","4,003","8,453","5,408","8,689","5,388","7,920","5,987","6,700","5,381","7,078","7,215","7,621","8,897","8,260","12,237","7,891","14,357","4,054","12,482","2,935","8,718","2,251","7,038","1,536","6,331",590,"4,323",57,"1,525",0,0,0,0,0,0
2023-10,경원선,1909,양주,"2,000",16,"5,615","1,615","11,465","6,415","30,951","11,336","25,431","12,148","19,597","10,869","17,207","10,204","15,739","11,589","15,392","12,205","15,684","11,002","14,149","10,545","15,057","13,320","15,631","16,273","16,318","20,454","14,797","24,572","7,418","20,877","4,404","15,389","3,342","11,839","1,983","11,452",717,"6,804",47,"2,862",0,0,0,0,0,0
2023-10,경원선,1910,덕계,21,0,"5,346",863,"14,266","4,988","22,437","4,309","20,831","6,840","12,046","4,633","9,202","3,045","8,358","3,792","7,244","4,613","7,001","5,078","5,862","4,895","6,725","6,738","8,342","8,846","7,021","14,120","6,739","15,825","3,300","16,592","2,460","9,164","1,600","8,445","1,355","6,201",598,"4,818",17,"1,451",0,0,0,0,0,0
2023-10,경원선,1911,덕정,0,0,"3,995","2,052","9,529","6,746","19,044","9,559","20,108","19,109","13,195","13,080","10,556","7,361","10,758","7,055","11,434","9,129","12,902","7,998","10,736","6,760","12,486","9,215","14,689","10,482","15,170","14,562","14,132","14,986","5,830","15,899","4,061","9,312","3,148","8,682","2,295","7,303","1,363","5,241",176,"1,383",0,0,0,0,0,0
2023-10,경원선,1912,지행,115,1,"5,251","1,077","10,891","2,729","21,738","6,123","22,500","12,811","16,937","7,212","13,310","6,204","13,007","7,597","11,318","8,259","11,770","10,530","9,990","9,861","10,106","12,548","10,976","15,076","11,419","20,521","12,290","21,038","7,558","20,574","6,315","14,249","4,985","10,277","3,675","9,496","2,214","7,206",194,"2,606",0,0,0,0,0,0
2023-10,경원선,1913,동두천중앙,25,1,"2,858",646,"5,057","2,408","8,415","4,140","8,898","9,663","6,850","4,658","6,660","4,157","5,973","5,351","6,310","4,632","6,146","5,124","5,528","5,110","5,914","5,675","5,910","6,095","6,620","6,969","6,936","7,087","2,780","6,524","2,062","4,481","1,520","3,379",939,"3,028",413,"2,462",30,882,2,0,0,0,0,0
2023-10,경원선,1914,보산,32,1,"1,455",537,"2,097","1,112","4,178","2,590","4,168","2,971","3,652","1,836","3,312","1,751","3,210","1,886","3,044","1,729","3,109","2,160","3,024","2,524","3,245","2,785","4,190","3,147","4,745","3,931","3,239","4,295","1,763","4,720","1,113","3,588",820,"2,445",450,"1,783",240,"1,660",4,532,0,0,0,0,0,0
2023-10,경원선,1915,동두천,64,7,"1,191",871,"2,947","3,420","5,616","7,114","6,597","7,189","5,291","7,319","5,255","5,382","4,641","4,453","4,060","3,260","5,073","4,453","4,895","3,854","6,213","4,413","6,481","4,377","5,823","4,415","5,271","5,611","2,408","4,611","1,277","3,840",695,"3,032",732,"2,228",372,"2,124",4,626,1,1,0,0,0,0
2023-10,경원선,1916,소요산,116,0,764,588,"1,280","1,662","2,945","2,869","5,304","4,395","5,692","6,998","4,472","13,247","4,867","15,231","7,299","17,747","11,571","10,354","17,232","7,377","19,893","5,621","16,939","4,191","10,744","4,182","5,697","2,821","1,977","2,483","1,192","1,940",617,927,192,703,116,991,3,552,0,0,0,0,0,0
2023-10,안산선,1751,산본,601,5,"9,884","1,785","23,187","6,252","54,020","15,030","53,835","28,894","30,456","23,629","25,975","21,840","24,941","21,528","27,654","26,450","25,781","27,475","25,642","27,445","27,919","30,475","30,684","37,023","29,350","44,504","31,581","66,031","20,343","54,711","17,777","31,436","16,336","23,900","12,524","21,125","5,113","13,138",555,"4,312",0,1,0,0,0,0
2023-10,안산선,1752,대야미,23,0,"2,929","1,028","8,142","3,169","18,495","5,550","20,355","8,983","11,703","4,902","9,149","5,346","8,147","5,627","8,510","5,541","8,102","5,758","8,202","6,430","8,545","8,337","8,909","10,167","9,509","10,885","10,604","16,509","5,729","12,219","4,111","9,398","2,514","7,299","1,540","6,831",948,"4,506",118,"1,153",0,0,0,0,0,0
2023-10,안산선,1753,반월,25,3,"3,535","1,013","8,143","2,758","16,905","4,359","16,281","7,519","10,498","3,878","8,850","3,802","7,361","4,422","7,656","4,994","7,028","5,505","6,224","6,287","6,062","7,605","7,569","9,915","7,666","11,233","7,843","15,373","3,977","11,685","2,866","9,265","1,927","6,991","1,335","6,892",655,"3,748",114,"1,013",0,0,0,0,0,0
2023-10,안산선,1754,상록수,535,36,"14,810","2,747","30,344","8,213","64,382","12,968","61,156","20,934","36,616","18,831","28,340","16,079","25,760","14,624","27,115","15,594","24,409","18,214","20,726","20,123","22,286","23,202","25,500","31,806","27,434","43,010","23,793","63,020","14,968","52,169","11,458","37,378","9,805","32,083","7,092","26,342","2,664","18,596",418,"4,978",0,0,0,0,0,0
2023-10,안산선,1755,한대앞,143,0,"8,367","1,111","18,124","4,273","31,039","9,174","26,972","23,988","19,648","17,725","16,759","16,044","16,381","10,461","17,204","13,264","16,555","13,015","16,274","13,718","16,175","14,539","20,232","19,850","21,702","25,473","19,089","34,423","11,078","26,721","9,288","18,645","8,692","16,173","6,830","14,633","2,792","9,770",300,"2,748",0,0,0,0,0,0
2023-10,안산선,1756,중앙,349,25,"10,668","1,369","30,352","11,530","57,717","18,809","49,204","37,995","30,999","32,648","27,282","23,838","29,135","22,874","33,937","27,157","29,934","31,020","27,960","30,892","31,262","31,270","36,640","38,807","39,351","51,004","39,864","71,940","26,883","57,205","25,545","37,297","24,829","30,956","20,707","25,715","9,287","19,463",876,"5,802",0,0,0,0,0,0
2023-10,안산선,1757,고잔,276,5,"5,674","1,085","16,080","5,142","29,542","13,088","24,669","26,912","17,067","16,125","15,259","13,050","15,141","12,067","14,544","12,846","14,105","14,240","14,689","13,868","16,557","13,133","17,837","15,154","23,312","19,321","22,399","26,463","9,536","20,698","8,102","13,551","7,427","11,873","5,847","9,975","2,505","8,576",140,"2,939",0,0,0,0,0,0
2023-10,안산선,1758,초지,393,9,"4,591",403,"11,844","4,222","22,861","8,987","18,059","11,361","11,439","7,035","8,717","4,892","8,157","4,836","8,883","5,565","7,214","6,068","6,598","6,230","6,626","7,372","7,890","8,825","10,429","13,226","10,326","18,207","5,779","15,621","4,180","11,078","3,563","9,609","2,048","8,208",760,"6,647",59,"2,309",0,0,0,0,0,0
2023-10,안산선,1759,안산,"1,848",16,"11,285","1,701","13,109","16,781","22,505","38,563","25,119","31,671","21,728","15,928","19,049","14,191","18,527","16,169","20,238","16,712","20,171","16,703","20,617","18,285","21,604","19,263","26,087","20,913","44,018","28,965","45,317","28,766","22,068","23,563","18,414","17,535","10,696","14,585","5,039","11,225","1,621","7,575",88,"3,123",0,0,0,0,0,0
