사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2023-10,경의선,1279,금릉,62,2,"3,138",223,"12,139","2,684","21,166","5,949","17,069","11,154","11,747","6,091","9,976","4,722","9,664","4,776","8,822","5,936","8,358","6,881","7,428","7,894","8,113","8,732","9,517","10,655","11,222","14,966","11,385","16,655","6,088","16,951","4,508","9,617","3,527","9,572","2,639","8,575",617,"5,827",61,"1,629",0,0,0,0,0,0
2023-10,경의선,1280,금촌,99,2,"4,217",334,"9,942","4,071","20,445","9,933","19,035","15,646","14,029","9,208","11,699","8,630","12,266","8,193","12,206","10,557","12,041","11,077","11,207","10,912","12,165","10,966","13,651","14,577","15,721","18,607","17,267","18,578","8,088","16,542","6,205","11,645","4,435","10,358","3,253","8,456",856,"6,162",138,"1,705",0,0,0,0,0,0
2023-10,경의선,1282,월롱,49,0,505,23,815,"2,640","2,081","8,751","2,465","10,506","2,314","4,690","2,136","3,022","2,325","2,071","3,344","2,854","3,339","2,029","3,194","1,696","5,702","2,097","7,473","2,519","9,886","2,974","10,971","2,962","3,629","2,742","3,176","2,860","1,981","2,707",815,"2,617",113,"2,015",5,754,0,0,0,0,0,0
2023-10,경의선,1283,파주,78,0,"1,045",5,"1,442",826,"3,105","2,329","3,240","6,265","2,483","3,433","2,448","2,371","2,619","1,506","2,839","1,690","2,327","1,673","2,360","1,192","3,067","1,503","4,791","1,677","5,696","1,651","4,352","2,087","1,545","2,257",936,"1,753",766,"1,403",311,"1,347",42,914,3,334,0,0,0,0,0,0
2023-10,경의선,1284,문산,"1,014",6,"3,215",10,"7,934","2,593","16,257","8,342","16,209","15,052","12,654","6,930","9,711","8,535","10,241","9,537","10,487","9,806","10,852","8,537","11,303","8,597","11,471","10,267","12,230","10,493","14,454","12,660","13,205","13,991","6,059","13,950","4,157","10,112","3,344","7,438","1,950","7,578",165,"5,240",1,"2,597",0,0,0,0,0,0
2023-10,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,19,346,24,858,9,1,265,4,6,10,14,4,476,243,238,65,785,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,31,12,70,58,3,4,28,1,4,2,0,1,19,18,42,3,101,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,경의선,1291,서울역,1,0,852,8,"1,069","9,239","3,012","26,162","3,440","39,374","2,574","21,983","2,069","8,220","2,370","5,071","3,617","5,442","4,194","6,415","4,240","3,344","7,088","3,298","9,603","4,041","18,436","4,869","32,018","6,252","12,172","3,149","7,322","1,741","6,908","2,209","1,026",239,"2,710",960,1,167,0,0,0,0,0,0
2023-10,경의선,1292,공덕,22,5,632,101,"2,056","2,036","4,610","7,171","6,032","20,070","5,681","8,823","5,969","3,733","5,730","3,878","5,222","3,864","5,619","3,868","5,388","3,918","5,900","4,252","7,271","5,143","11,760","6,890","16,965","7,535","7,989","5,255","6,575","3,594","7,890","3,771","5,807","2,942","2,534","1,905",185,281,0,1,0,0,0,0
2023-10,경의선,1293,홍대입구,4,2,415,152,978,697,"1,655","2,218","1,788","7,330","1,618","6,619","1,687","5,226","1,609","4,789","2,199","5,193","2,692","6,480","3,667","5,910","4,278","5,749","5,145","6,519","6,907","6,484","7,901","7,671","6,265","5,578","5,581","3,307","6,401","3,013","6,251","2,462","3,040","1,396",48,228,0,0,0,0,0,0
2023-10,경의선,1294,디지털미디어시티,9,0,"1,342",275,"3,473","1,598","10,587","1,796","10,971","4,740","6,451","3,415","4,962","2,605","4,492","2,528","4,596","2,879","4,207","3,327","4,019","3,144","4,028","3,681","5,045","4,880","5,400","7,705","5,443","11,080","3,198","8,165","2,259","5,131","1,937","4,130","1,671","4,138",812,"2,712",53,427,0,0,0,0,0,0
2023-10,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,경의선,1296,계양,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,경의선,1297,검암,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-10,경춘선,1311,신내,18,0,"1,183",693,"3,259","3,650","8,320","5,550","7,410","8,557","4,143","2,674","3,595","1,961","3,158","2,125","3,088","1,997","2,976","2,784","2,716","2,399","3,397","3,786","5,378","3,433","4,922","5,176","6,490","5,576","2,821","4,861","1,557","2,759","1,234","1,998","1,066","2,029",532,"1,539",60,559,1,0,0,0,0,0
2023-10,경춘선,1312,갈매,11,0,"2,235",620,"4,751","1,629","17,461","3,252","11,454","5,818","8,086","3,038","4,932","3,192","3,861","2,269","4,742","2,515","3,939","3,267","3,724","2,811","3,788","4,562","4,781","5,263","4,795","7,043","4,890","10,758","2,461","9,325","2,210","4,904","2,787","4,116","1,753","3,328",728,"2,046",8,729,0,0,0,0,0,0
2023-10,경춘선,1313,별내,26,1,"1,728","1,057","3,966","3,440","13,360","4,947","10,487","7,570","6,999","4,656","5,347","3,628","4,372","3,110","4,911","3,254","4,426","4,047","4,377","3,307","5,204","4,866","6,823","6,294","6,939","8,212","6,627","10,191","3,581","9,195","2,735","4,847","2,334","3,388","2,099","3,498","1,008","1,607",39,550,0,0,0,0,0,0
2023-10,경춘선,1314,퇴계원,18,0,"3,370",619,"6,208","1,975","19,639","3,920","13,411","5,786","10,078","3,037","7,060","3,629","5,808","2,761","6,886","3,538","5,746","4,051","4,147","4,042","4,631","5,072","4,942","7,057","5,232","10,763","6,291","11,711","2,652","12,599","2,107","6,691","1,549","4,802","1,189","5,534",510,"2,758",39,987,0,0,0,0,0,0
2023-10,경춘선,1315,사릉,23,2,"1,954",950,"4,215","1,520","10,582","5,268","8,444","4,757","5,725","2,758","4,385","2,386","3,849","2,341","3,732","2,333","3,409","1,936","2,816","3,114","3,293","2,979","3,422","4,241","4,942","5,844","5,152","7,805","1,970","8,478","1,465","3,971","1,075","2,864",656,"2,881",268,"1,822",17,509,0,0,0,0,0,0
2023-10,경춘선,1316,금곡,37,1,"1,831",408,"2,473","1,372","4,911","2,286","4,771","5,849","3,595","2,162","2,965","1,998","2,973","1,453","2,816","2,215","2,645","1,647","2,340","2,693","2,493","2,560","3,100","2,841","3,679","3,731","3,614","4,583","1,287","3,757",973,"1,683",595,"1,961",492,"1,612",195,"1,098",16,268,0,0,0,0,0,0
2023-10,경춘선,1317,평내호평,700,7,"6,292",734,"14,159","1,929","29,186","4,792","23,251","10,236","14,275","6,945","12,096","5,862","10,570","5,834","10,290","7,889","9,167","7,661","7,883","9,908","8,444","9,896","8,651","12,468","9,107","21,135","8,904","21,594","5,514","23,458","4,794","11,310","4,160","8,507","3,629","8,077","1,550","5,472",47,"2,471",0,0,0,0,0,0
2023-10,경춘선,1318,천마산,15,1,"1,144",238,"3,458",685,"7,798","1,667","6,624","2,318","5,032","1,613","4,329","1,466","3,149","1,899","3,078","2,129","2,533","2,078","2,388","2,778","2,091","3,388","2,245","3,436","2,059","5,009","2,212","5,403",962,"4,852",678,"3,199",553,"2,523",311,"2,110",149,"1,166",1,234,0,0,0,0,0,0
2023-10,경춘선,1319,마석,15,0,"1,649",481,"8,808","2,988","14,890","5,713","14,154","7,550","11,025","5,420","8,671","4,341","7,487","5,444","7,501","5,038","6,693","6,467","6,213","6,864","6,802","7,929","7,518","7,827","7,239","11,493","7,371","10,997","3,834","13,719","2,779","7,257","2,111","5,420","1,551","5,063",707,"2,088",22,828,2,1,0,0,0,0
2023-10,경춘선,1320,대성리,0,0,770,75,"1,721",477,"1,270","1,457","1,369","1,603","1,326","1,025","1,880","1,542","2,058","1,565","1,430","1,443","1,284","1,796","1,525","2,598","1,942","1,924","2,377","2,046","2,314","1,813","1,514","1,425",808,"1,080",418,719,273,410,163,361,75,297,2,7,0,0,0,0,0,0
2023-10,경춘선,1321,청평,3,0,"1,058",155,"2,228","1,174","4,220","2,041","5,942","4,830","4,129","3,830","4,017","4,563","4,443","3,578","4,032","4,190","4,220","3,292","4,727","3,749","4,997","3,995","5,275","4,398","5,998","5,405","4,314","4,616","2,122","3,803","1,260","2,810",959,"1,978",492,"1,406",173,"1,319",6,309,0,0,0,0,0,0
2023-10,경춘선,1322,상천,0,0,198,65,222,211,635,422,727,980,564,"1,339",586,"1,654",725,"1,591",724,"1,059","1,104",561,"1,886",691,"1,936",713,"1,688",511,"1,312",608,582,380,176,517,122,240,69,256,33,136,6,129,2,55,0,0,0,0,0,0
2023-10,경춘선,1323,가평,1,0,760,236,"1,655","1,188","3,641","3,261","4,509","7,719","3,457","7,044","3,649","9,815","4,584","11,375","4,367","8,952","5,055","6,148","7,023","6,097","9,618","5,278","11,875","3,563","12,046","4,425","9,045","3,765","4,310","3,634","2,485","2,447","1,481","1,657",728,"1,400",324,"1,146",11,311,0,0,0,0,0,0
2023-10,경춘선,1324,굴봉산,0,0,37,24,93,114,206,215,238,442,211,392,226,946,378,643,342,327,476,343,635,367,912,281,734,249,476,170,230,184,97,140,76,107,36,41,35,71,13,33,1,28,0,0,0,0,0,0
2023-10,경춘선,1325,백양리,0,0,6,12,17,110,33,349,151,193,110,294,218,598,315,504,183,288,284,195,358,322,575,241,421,214,467,107,281,77,102,85,94,49,35,49,17,46,14,40,1,7,0,0,0,0,0,0
2023-10,경춘선,1326,강촌,1,0,127,25,357,164,563,441,722,"2,142",699,"2,424",844,"2,732","1,288","2,586","1,323","1,415","1,894","1,190","2,336","1,248","3,229",910,"3,279","1,034","2,946",750,"1,359",855,624,659,410,453,264,425,87,351,34,223,6,32,0,0,0,0,0,0
2023-10,경춘선,1327,김유정,14,0,118,6,180,158,675,680,533,"1,197",529,"1,425",576,"3,010",848,"2,639",993,"2,291","1,442","1,576","1,828","1,404","2,395","1,059","2,388",805,"1,971",801,"1,415",679,604,491,319,339,164,260,65,198,35,111,11,54,0,0,0,0,0,0
2023-10,경춘선,1328,남춘천,498,4,"1,548",22,"3,649",902,"4,953","2,971","6,222","5,562","6,235","6,716","6,413","5,642","5,853","10,703","6,196","9,155","7,311","7,041","8,577","5,092","9,029","6,547","8,649","5,928","7,562","7,003","6,052","6,486","4,472","9,389","3,321","4,014","2,717","4,178","1,455","4,632",497,"2,273",8,"2,103",0,0,0,0,0,0
2023-10,경춘선,1329,춘천,330,0,624,10,"1,480",573,"1,977","2,150","2,798","4,760","3,032","6,622","2,901","4,700","3,045","6,563","3,452","4,836","4,788","4,663","6,082","3,020","8,759","3,918","9,945","2,889","8,571","2,845","6,049","2,729","3,427","3,242","2,050","1,603","1,242","1,673",548,"1,252",149,"1,369",4,767,0,0,0,0,0,0
2023-10,수인선,1873,고색,617,2,"3,334",433,"7,741","3,209","18,446","16,797","14,854","22,898","7,549","6,270","5,212","3,452","5,653","3,716","6,160","4,178","5,362","3,949","5,064","4,433","5,462","5,108","6,980","7,048","16,779","9,626","20,568","12,164","6,130","12,808","6,325","8,076","4,142","6,722","2,096","5,533",770,"3,952",3,"2,097",0,0,0,0,0,0
2023-10,수인선,1874,오목천,11,1,962,358,"5,946","1,841","13,697","5,034","14,504","13,446","8,697","8,266","6,944","5,281","7,225","4,474","8,641","5,389","7,205","6,367","6,588","4,591","8,749","5,863","12,386","7,854","11,136","7,478","10,354","14,302","5,211","8,610","3,161","4,902","2,911","4,831","2,271","5,827",870,"3,509",4,406,0,0,0,0,0,0
2023-10,수인선,1875,어천,3,0,265,113,"1,150","1,715","3,146","3,276","3,044","3,294","2,749","1,521","2,411","1,520","2,324","1,601","2,431","1,804","2,198","1,956","1,983","1,959","2,386","2,242","3,519","3,099","3,624","2,824","3,921","3,843","1,600","2,741",944,"1,518",643,"1,633",399,"1,281",151,648,0,76,0,0,0,0,0,0
2023-10,수인선,1876,야목,1,0,233,181,582,668,"1,144",687,"1,267",833,815,384,701,630,655,438,697,422,690,405,643,402,752,473,"1,170",685,"1,292",779,"1,027",954,450,664,244,322,158,466,71,321,73,229,1,48,0,0,0,0,0,0
2023-10,수인선,1877,사리,0,0,"5,038",487,"11,713","1,782","24,730","3,325","23,512","5,222","12,952","2,730","9,436","2,938","8,205","3,123","8,754","4,081","8,057","5,133","6,198","5,124","6,052","7,198","7,015","10,530","7,566","12,215","7,466","21,311","4,093","14,926","2,649","10,331","2,189","10,156","2,035","8,510",746,"6,177",27,737,0,0,0,0,0,0
2023-10,수인선,1878,달월,0,0,6,38,30,136,121,183,205,298,95,123,83,117,188,111,115,148,115,201,170,117,189,95,367,127,354,105,996,144,112,72,53,59,34,47,15,71,20,45,1,4,0,0,0,0,0,0
2023-10,수인선,1879,월곶,6,0,"1,489",330,"5,025","1,709","10,998","1,878","11,181","3,050","6,519","3,211","4,610","3,726","4,596","4,544","4,643","4,980","4,315","4,812","4,472","4,744","4,869","5,643","5,501","7,227","5,532","8,591","5,999","11,613","3,925","6,407","3,716","4,672","4,709","4,472","1,838","3,302",757,"2,009",4,339,0,0,0,0,0,0
2023-10,수인선,1880,소래포구,40,1,"3,182",502,"7,375","3,192","16,880","3,889","14,188","7,358","8,610","7,611","7,396","10,950","9,961","21,370","12,031","23,252","14,886","17,235","20,123","14,846","24,142","12,731","20,236","14,037","14,708","14,390","10,797","17,314","6,849","11,135","5,450","7,153","5,228","7,121","3,883","5,234","2,075","3,834",17,772,0,0,0,0,0,0
2023-10,수인선,1881,인천논현,6,1,"3,042",655,"6,903","4,680","15,329","8,206","14,481","12,578","9,420","9,428","8,247","7,028","8,696","7,509","9,625","8,213","8,701","9,217","8,648","9,507","9,328","10,261","10,887","13,230","12,385","16,630","12,246","19,369","7,132","12,501","6,475","8,687","6,505","7,376","4,755","5,776","2,446","3,927",12,776,0,0,0,0,0,0
2023-10,수인선,1882,호구포,4,1,"2,100",841,"3,663","6,310","7,466","17,089","8,506","22,769","5,361","4,647","4,958","2,961","5,034","3,639","5,450","3,953","5,272","4,054","5,123","4,189","5,324","4,578","6,820","5,675","15,944","7,100","17,219","8,325","5,946","6,970","5,793","5,156","4,201","4,339","2,061","3,118","1,141","2,647",2,457,0,0,0,0,0,0
2023-10,수인선,1883,남동인더스파크,2,0,420,742,956,"4,039","1,373","15,831","2,204","18,662","1,385","3,124","1,391","1,562","1,888","1,666","1,915","1,573","2,083","1,588","2,270","1,354","2,605","1,195","3,831","1,300","13,204","1,733","10,449","1,812","3,523","2,242","3,876","1,558","1,905",979,426,547,202,406,0,40,0,0,0,0,0,0
2023-10,수인선,1884,원인재,15,1,"3,384",753,"7,266","2,489","14,768","6,121","15,929","7,736","9,843","4,360","7,941","4,554","7,451","5,424","7,483","6,088","7,395","6,856","6,651","6,627","7,362","9,161","7,607","10,367","8,501","13,821","8,499","16,965","5,243","11,609","4,196","8,375","3,614","7,834","2,780","6,765","1,614","4,615",50,912,0,0,0,0,0,0
2023-10,수인선,1885,연수,11,2,"2,815",781,"7,095","2,308","15,636","4,880","14,336","11,991","7,423","7,409","6,484","6,850","6,939","6,153","8,428","7,089","8,202","7,694","7,811","7,087","8,449","8,121","9,722","10,232","10,105","14,965","11,762","16,672","5,994","10,678","5,782","7,595","5,615","7,084","4,092","4,639","2,463","3,264",49,703,0,0,0,0,0,0
2023-10,수인선,1886,송도,2,0,"2,336",472,"4,799","1,498","9,605","2,355","9,160","4,269","4,996","2,638","4,309","2,746","4,610","3,067","4,915","3,798","5,019","3,487","4,319","3,854","5,125","4,901","5,072","5,747","4,876","7,251","4,138","8,362","2,524","5,651","1,797","3,711","1,408","3,563",953,"2,623",362,"1,735",6,528,0,0,0,0,0,0
2023-10,수인선,1888,인하대,39,2,"4,019",612,"10,608","3,997","22,504","5,115","18,483","18,514","9,738","10,895","8,740","13,326","10,114","8,698","10,786","10,299","11,053","10,208","11,463","10,020","13,070","10,235","17,510","12,982","17,509","17,480","14,246","23,428","8,232","13,724","7,342","9,725","6,883","8,979","4,925","6,394","3,487","4,815",85,"1,291",0,0,0,0,0,0
2023-10,수인선,1889,숭의,12,0,"3,968","1,089","6,497","3,707","13,245","8,032","11,826","11,434","7,179","5,268","6,597","4,326","7,097","4,156","6,765","4,868","6,426","5,341","6,052","5,022","7,025","5,732","8,101","8,018","10,037","9,865","8,869","12,099","4,510","7,328","3,014","5,375","2,806","5,355","1,628","3,829",907,"2,303",6,711,0,0,0,0,0,0
2023-10,수인선,1890,신포,10,1,"1,296",302,"1,723","1,267","3,662","3,617","3,146","8,637","2,156","3,556","1,945","2,785","2,295","3,136","3,233","3,261","3,146","3,435","3,606","3,457","4,491","3,516","5,991","4,092","6,091","4,350","6,595","5,430","2,979","2,754","2,814","1,725","1,936","1,485","1,220","1,353",558,672,4,216,0,0,0,0,0,0
2023-10,수인선,1891,인천,101,0,670,176,965,"1,105","1,914","2,671","2,082","4,199","1,698","2,998","1,657","3,606","1,903","6,176","2,252","6,351","2,623","5,708","2,985","5,709","4,304","5,058","4,010","4,392","3,676","4,045","3,449","4,265","2,047","2,766","1,663","2,034","1,148","1,641",812,"1,362",171,916,2,262,0,0,0,0,0,0
2023-10,경강선,1501,판교,7,0,932,20,"2,770","7,582","5,765","16,465","4,438","32,450","3,048","24,391","3,566","12,795","4,163","9,416","4,618","7,464","5,333","6,521","6,999","6,024","9,651","5,748","11,121","8,024","19,693","7,629","25,658","7,240","18,219","4,958","18,160","2,093","10,796","1,857","6,640","1,472","2,541",857,8,242,0,0,0,0,0,0
2023-10,경강선,1502,이매,11,0,737,51,"1,973","1,386","5,261","2,946","3,746","3,066","2,159","1,698","1,883","1,113","1,720","1,186","1,825","1,327","1,639","1,532","1,554","1,558","1,874","1,912","2,357","2,108","2,436","3,357","2,445","3,118","1,486","2,675","1,236","1,215","1,574","1,184","1,136",663,381,289,10,95,0,0,0,0,0,0
2023-10,경강선,1503,삼동,0,0,"1,600",157,"5,304","1,327","13,105","2,330","12,641","2,643","8,148","1,211","4,692","1,085","3,792","1,699","3,457","1,915","3,010","2,228","2,497","2,979","2,447","3,996","2,771","4,760","3,511","7,805","3,025","9,465","1,300","8,314",934,"6,010",700,"4,369",365,"3,742",143,"1,708",12,36,0,0,0,0,0,0
2023-10,경강선,1504,경기광주,0,0,"3,390",310,"15,757","2,127","41,390","6,481","41,758","9,529","23,217","5,249","16,051","4,970","13,226","5,749","12,315","6,431","10,909","7,956","9,363","8,687","9,000","11,029","10,971","17,517","10,876","20,637","9,431","37,167","4,712","25,210","3,169","21,335","2,366","13,404","1,687","10,822",685,"8,106",2,65,0,0,0,0,0,0
2023-10,경강선,1505,초월,0,0,"1,605",311,"6,379","1,877","16,827","4,859","16,677","6,016","10,120","2,415","6,041","2,238","5,543","2,451","5,089","2,636","4,545","3,244","4,113","3,644","4,168","4,664","5,967","6,278","6,780","9,055","5,572","11,843","2,438","12,425","1,773","7,609","1,165","7,646",686,"4,980",354,"4,163",0,0,0,0,0,0,0,0
2023-10,경강선,1506,곤지암,2,1,924,159,"3,213","2,017","7,842","5,653","6,870","8,289","5,351","4,148","3,721","4,118","4,075","3,972","4,659","4,071","4,473","4,139","4,558","3,647","5,793","3,669","6,503","4,737","9,296","6,495","8,285","6,230","2,997","6,665","1,927","3,980","1,092","3,919",484,"2,569",207,"1,990",0,0,0,0,0,0,0,0
2023-10,경강선,1507,신둔도예촌,1,0,673,89,"2,930",489,"6,225","2,780","4,855","3,793","3,580","1,982","2,896","1,432","2,371","1,792","2,686","1,739","2,527","1,697","2,226","1,865","2,607","2,068","3,519","2,780","4,401","3,228","3,656","5,361","1,513","3,482","1,165","3,692",682,"2,549",275,"2,450",65,"1,805",0,3,0,0,0,0,0,0
2023-10,경강선,1508,이천,16,0,"1,171",46,"3,446","1,554","8,638","6,005","7,587","9,111","6,052","4,512","5,798","3,935","5,115","5,257","5,045","4,709","5,098","4,741","5,307","5,213","5,714","5,573","7,288","5,873","7,363","8,426","7,884","8,280","3,931","8,297","2,916","5,553","2,426","4,470","1,201","4,068",516,"1,586",5,"1,030",0,0,0,0,0,0
2023-10,경강선,1509,부발,3,0,"1,139",26,"3,360","1,776","7,147","6,975","6,522","6,189","4,682","2,221","4,053","2,087","4,863","2,794","3,797","2,932","3,510","2,582","4,497","2,942","4,123","3,275","5,133","4,164","7,541","5,638","5,560","5,432","4,301","7,130","1,801","4,275","1,184","3,846",707,"3,529",332,"2,547",4,"1,645",0,0,0,0,0,0
2023-10,경강선,1510,세종대왕릉,0,0,246,2,650,155,"1,094",800,"1,123",867,813,855,808,869,628,998,741,789,836,604,883,777,966,685,952,871,"1,123",740,951,"1,234",375,862,183,688,120,513,78,292,16,369,2,100,0,0,0,0,0,0
2023-10,경강선,1511,여주,13,0,"1,746",2,"5,021",772,"8,358","4,043","7,751","6,126","5,788","6,863","6,031","5,249","5,260","5,111","5,865","5,550","6,368","4,848","6,754","4,550","8,589","5,577","8,223","5,589","7,807","6,336","5,829","9,485","3,613","7,142","2,387","6,523","1,922","4,701",869,"2,908",250,"3,866",2,"1,500",0,0,0,0,0,0
2023-10,서해선,1980,김포공항,30,3,307,"2,099",562,"6,867","1,441","8,588","2,536","9,823","2,776","7,339","3,272","7,277","3,662","7,595","3,501","7,974","4,852","7,714","6,104","6,970","7,353","6,388","7,386","6,561","8,535","7,563","10,164","6,672","7,593","3,771","6,197","1,607","6,975","1,006","5,185",628,"2,094",982,57,353,0,1,0,0,0,0
2023-10,서해선,1981,원종,80,5,"4,929",601,"7,071","2,266","15,426","4,424","14,923","6,197","9,195","4,003","7,865","3,716","7,326","4,106","7,515","4,556","6,651","5,636","6,051","6,250","6,017","7,399","6,766","9,657","7,505","13,688","7,819","17,653","4,167","13,882","3,369","7,564","2,662","7,368","2,198","6,036","1,221","4,217",38,755,0,0,0,0,0,0
2023-10,서해선,1982,부천종합운동장,13,0,"2,547",463,"4,198","1,348","11,375","2,160","11,450","3,472","5,768","1,687","3,321","1,433","3,037","1,342","3,093","1,715","2,788","1,834","2,593","1,888","2,550","2,508","3,178","3,654","3,864","5,154","4,335","7,952","2,040","6,388","1,629","3,768","1,380","3,260","1,047","3,113",460,"1,858",37,349,0,0,0,0,0,0
2023-10,5호선,2511,방화,20,2,"5,352",16,"11,448","3,919","26,218","6,040","25,676","13,953","15,583","8,200","12,518","7,069","12,576","6,932","11,955","7,638","11,744","8,839","10,039","9,890","11,107","10,872","12,503","12,857","12,394","14,905","10,131","22,360","5,321","19,761","3,928","11,989","3,076","10,916","1,935","10,672",845,"6,625",123,"2,390",0,217,0,0,0,0
2023-10,5호선,2512,개화산,3,0,"4,277",311,"8,472","4,602","21,145","6,861","20,409","17,416","11,766","7,312","9,039","5,822","8,340","6,254","9,184","7,236","8,301","6,459","7,725","6,632","8,308","8,140","9,654","9,358","12,998","12,395","14,520","17,009","5,879","14,914","3,668","9,251","2,964","8,997","2,600","7,940",758,"4,665",113,"1,473",0,51,0,0,0,0
2023-10,5호선,2513,김포공항,5,3,867,"3,415","3,503","10,811","14,383","16,416","17,732","20,738","10,109","13,345","10,333","15,315","12,283","15,503","13,548","15,933","15,273","16,415","18,156","15,581","20,827","15,684","20,749","16,063","24,744","17,190","27,591","14,987","19,855","8,431","15,598","4,364","14,799","2,896","12,463","1,722","4,779","1,155",210,452,2,6,0,0,0,0
2023-10,5호선,2514,송정,32,2,"3,907","1,209","8,006","4,207","18,600","6,973","21,489","11,820","14,784","8,441","11,517","7,299","10,752","7,425","10,646","7,995","9,946","8,386","9,500","8,645","9,796","10,009","11,368","12,303","12,289","14,009","13,145","18,763","7,572","15,426","5,881","10,431","4,614","9,854","3,550","9,105","1,801","5,653",181,"1,804",0,0,0,0,0,0
2023-10,5호선,2515,마곡,2,0,"2,681","6,627","8,128","17,952","24,878","17,167","25,000","50,569","14,422","32,390","11,886","14,512","12,235","12,325","12,654","13,027","13,684","13,793","14,374","13,084","18,338","13,364","29,652","15,966","37,022","19,506","41,029","27,594","18,840","20,956","13,364","11,317","11,489","9,963","7,853","9,855","3,322","5,068",408,"1,979",0,0,0,0,0,0
2023-10,5호선,2516,발산,3,0,"3,899","2,551","10,366","14,116","28,034","39,042","29,982","115,182","20,861","59,042","21,292","33,961","24,959","32,140","28,281","31,800","30,423","33,124","33,806","31,053","40,866","31,151","48,197","33,956","69,877","41,218","90,901","53,245","41,622","38,398","34,813","21,891","33,648","17,935","25,960","15,444","11,177","9,077","1,274","2,886",0,0,0,0,0,0
2023-10,5호선,2517,우장산,2,1,"7,560",851,"22,456","4,760","55,160","14,034","58,147","21,803","32,553","15,961","25,829","13,834","24,821","13,945","25,555","16,833","23,459","19,605","21,360","21,187","23,822","24,865","26,592","29,958","23,443","36,307","19,780","54,192","11,825","41,657","8,818","26,020","7,556","23,487","5,829","23,938","1,866","13,683",254,"3,281",0,0,0,0,0,0
2023-10,5호선,2518,화곡,248,1,"24,355","1,618","42,721","10,205","115,253","15,331","142,462","32,806","74,570","26,693","48,116","20,565","43,903","21,140","45,014","23,718","41,933","27,893","36,006","31,684","34,405","40,308","38,326","54,366","40,258","69,897","40,727","121,088","23,174","89,593","16,930","56,923","13,699","54,258","10,901","45,495","4,625","28,635",640,"8,052",0,0,0,0,0,0
2023-10,5호선,2519,까치산,265,10,"26,994","1,659","44,283","8,797","120,670","11,596","145,647","22,004","78,997","19,371","49,726","18,759","44,552","22,031","45,397","26,047","41,020","29,158","34,367","33,470","32,344","44,773","34,714","57,250","33,314","74,174","31,912","121,241","19,697","94,704","15,356","62,368","12,671","60,381","10,887","48,172","4,761","31,455",684,"8,363",0,461,0,0,0,0
2023-10,5호선,2520,신정(은행정),96,4,"13,353",814,"23,282","3,707","61,517","8,769","74,705","13,086","38,147","8,353","22,340","7,846","19,127","8,414","18,865","9,658","17,324","11,588","13,745","12,978","13,628","18,055","15,130","23,698","15,997","30,065","15,311","48,514","8,264","36,443","6,287","23,789","4,996","22,916","4,055","20,722","1,692","12,669",225,"3,500",0,0,0,0,0,0
2023-10,5호선,2521,목동,6,0,"9,381","1,293","20,890","5,503","58,069","17,068","70,634","27,176","36,302","20,801","26,433","15,454","24,600","14,881","24,560","17,375","23,600","22,216","21,755","21,986","22,158","25,776","24,212","33,882","28,302","47,649","27,991","78,633","16,073","53,685","13,591","32,126","14,544","29,950","14,663","26,242","4,414","14,857",521,"4,524",0,0,0,0,0,0
